model,augmentation,sheduler,time,lr,epoch,train_loss,train_accuracy,val_loss,val_accuracy
с нуля,Base,Combo2,190.61022877693176,0.002,5,0.39836012913670604,0.9020677482282197,0.5981566723850038,0.8407512626262627
с нуля,Base,Combo2,192.91586875915527,0.002,6,0.3914876588046811,0.9041862785453504,0.5907167644061223,0.8446969696969697
с нуля,Base,Combo1,143.0904095172882,[0.020000000000000004],0,2.492172601441629,0.33670650189705775,2.6341467894086934,0.43892045454545453
с нуля,Base,Combo1,134.74886560440063,[0.020000000000000004],1,1.0720120311824515,0.7232577493020259,1.102146541379919,0.7162247474747475
с нуля,Base,Combo1,134.87190318107605,[0.020000000000000004],2,0.9012185124330646,0.7670724013887895,1.0166473641540066,0.7387941919191919
с нуля,Base,Combo1,117.09880518913269,[0.020000000000000004],3,0.7882895274453808,0.7966166153625887,0.8537079618133679,0.7829861111111112
с нуля,Base,Combo1,117.37218499183655,[0.020000000000000004],4,0.6895478041151205,0.8209439204667478,0.7905570089516013,0.7941919191919192
с нуля,Base,Combo1,116.72581601142883,[0.020000000000000004],5,0.6071377460352718,0.8434535847233159,0.8807128953813302,0.7689393939393939
с нуля,Base,Combo1,117.18658590316772,[0.0020000000000000005],6,0.5356297555448707,0.8592631451786097,1.0839797932692248,0.7078598484848485
с нуля,Base,Combo1,118.62184357643127,[0.0020000000000000005],7,0.43703296728529784,0.8908028491660104,0.5838336490771987,0.84375
с нуля,Base,Combo1,118.3669490814209,[0.0020000000000000005],8,0.4104857064751038,0.8988642261436037,0.568408732086119,0.8535353535353535
с нуля,Base,Combo1,116.54199814796448,[0.0020000000000000005],9,0.4040143255583584,0.900485002505548,0.5617140840099315,0.8500631313131313
feature_extractor,Base,None,115.27903771400452,0.1,0,2.5615593390173266,0.4663082092490515,1.2746093706651167,0.6712436868686869
feature_extractor,Base,None,107.0477979183197,0.1,1,1.1698250666455932,0.6885581466103515,1.0451880533887883,0.7279040404040404
feature_extractor,Base,None,102.84388971328735,0.1,2,0.9544986197521593,0.740803296585296,1.0048454333134371,0.7327967171717171
feature_extractor,Base,None,103.03689575195312,0.1,3,0.8668384702965682,0.7590759002076026,1.0560083214682763,0.7144886363636364
feature_extractor,Base,None,102.04356336593628,0.1,4,0.8048158649794399,0.7766482926480064,0.9268914893119022,0.7602588383838383
feature_extractor,Base,None,105.51843667030334,0.1,5,0.7624101824895784,0.785242098575417,0.8985039685109649,0.7604166666666666
feature_extractor,Base,None,106.62795805931091,0.1,6,0.7173201379297082,0.7977351635764908,0.9340921023277321,0.75
feature_extractor,Base,None,102.1207504272461,0.1,7,0.6859940261819998,0.8046847036294652,0.9082261588838365,0.756155303030303
feature_extractor,Base,None,102.37036871910095,0.1,8,0.6779782883985594,0.805247333381058,0.9033001909653345,0.7571022727272727
feature_extractor,Base,None,101.87752342224121,0.1,9,0.6370660225376812,0.8162091058772997,0.8891459179647041,0.7599431818181818
feature_extractor,Base,Multistep,107.65748238563538,[0.0020000000000000005],0,2.6215347894935106,0.45976470219772353,1.2746093706651167,0.6691919191919192
feature_extractor,Base,Multistep,132.4269678592682,[0.0020000000000000005],1,1.165372155639282,0.6866443106163648,1.0451880533887883,0.7127525252525253
feature_extractor,Base,Multistep,148.98522877693176,[0.0020000000000000005],2,0.9731666914240241,0.7362485682582862,1.0048454333134371,0.7482638888888888
feature_extractor,Base,Multistep,132.23682737350464,[0.0020000000000000005],3,0.8603247337726526,0.763258151979383,1.0560083214682763,0.7299558080808081
feature_extractor,Base,Multistep,119.08316254615784,[0.0020000000000000005],4,0.8192996294217338,0.7737109850382992,0.9268914893119022,0.73989898989899
feature_extractor,Base,Multistep,115.06595635414124,[0.0020000000000000005],5,0.7660030494871097,0.7898035381917101,0.8985039685109649,0.7591540404040404
feature_extractor,Base,Multistep,116.0023398399353,[0.0020000000000000005],6,0.7172308229723352,0.7976635764908011,0.9340921023277321,0.7441603535353535
feature_extractor,Base,Multistep,122.0707848072052,[0.0020000000000000005],7,0.6928538207013534,0.8037809166726323,0.9082261588838365,0.7462121212121212
feature_extractor,Base,Multistep,114.64384913444519,[0.0020000000000000005],8,0.6627664951257831,0.811549234018183,0.9033001909653345,0.7725694444444444
feature_extractor,Base,Multistep,116.15401315689087,[0.0020000000000000005],9,0.6456423253471675,0.8169697186627533,0.8891459179647041,0.7672032828282829
feature_extractor,Base,Multistep,107.65748238563538,[0.0020000000000000005],0,2.6215347894935106,0.45976470219772353,1.2746093706651167,0.6691919191919192
feature_extractor,Base,Multistep,132.4269678592682,[0.0020000000000000005],1,1.165372155639282,0.6866443106163648,1.0451880533887883,0.7127525252525253
feature_extractor,Base,Multistep,148.98522877693176,[0.0020000000000000005],2,0.9731666914240241,0.7362485682582862,1.0048454333134371,0.7482638888888888
feature_extractor,Base,Multistep,132.23682737350464,[0.0020000000000000005],3,0.8603247337726526,0.763258151979383,1.0560083214682763,0.7299558080808081
feature_extractor,Base,Multistep,119.08316254615784,[0.0020000000000000005],4,0.8192996294217338,0.7737109850382992,0.9268914893119022,0.73989898989899
feature_extractor,Base,Multistep,115.06595635414124,[0.0020000000000000005],5,0.7660030494871097,0.7898035381917101,0.8985039685109649,0.7591540404040404
feature_extractor,Base,Multistep,116.0023398399353,[0.0020000000000000005],6,0.7172308229723352,0.7976635764908011,0.9340921023277321,0.7441603535353535
feature_extractor,Base,Multistep,122.0707848072052,[0.0020000000000000005],7,0.6928538207013534,0.8037809166726323,0.9082261588838365,0.7462121212121212
feature_extractor,Base,Multistep,114.64384913444519,[0.0020000000000000005],8,0.6627664951257831,0.811549234018183,0.9033001909653345,0.7725694444444444
feature_extractor,Base,Multistep,116.15401315689087,[0.0020000000000000005],9,0.6456423253471675,0.8169697186627533,0.8891459179647041,0.7672032828282829
